Código Tarifa;Código Propio;Descripción;Valor
840300;840300;AMPUTACION A TRAVES DE MANO (CARPO) SOD;1293200
840400;840400;DESARTICULACION DE MUÑECA SOD;1293200
840500;840500;AMPUTACION A TRAVES DE ANTEBRAZO SOD;1293200
840600;840600;DESARTICULACION DE CODO SOD;1293200
840701;840701;AMPUTACION DE BRAZO;1293200
840800;840800;DESARTICULACION DE HOMBRO SOD;2263300
840900;840900;AMPUTACION INTERTORACO ESCAPULAR SOD;2263300
841500;841500;AMPUTACION O DESARTICULACION DE PIERNA SOD;1477000
841600;841600;DESARTICULACION DE RODILLA SOD;1293200
841700;841700;AMPUTACION POR ENCIMA DE RODILLA SOD;1477000
841800;841800;DESARTICULACION DE CADERA SOD;2263300
842203;842203;REIMPLANTE DE DOS DEDOS EN MANO;4417800
843100;843100;REMODELACION [RECONSTRUCCION] (REVISION) DEL MUÑON DE AMPUTACION DE HOMBRO SOD;910800
843200;843200;REMODELACION [RECONSTRUCCION] (REVISION) DEL MUÑON DE AMPUTACION DE ANTEBRAZO SOD;910800
843400;843400;REMODELACION [RECONSTRUCCION] (REVISION) DEL MUÑON DE AMPUTACION DE MANO SOD;910800
843500;843500;REMODELACION [RECONSTRUCCION] (REVISION) DEL MUÑON DE AMPUTACION DE DEDOS DE MANO (UNO O MAS) SOD;660700
843600;843600;REMODELACION [RECONSTRUCCION] (REVISION) DEL MUÑON DE AMPUTACION DE MUSLO SOD;1293200
843700;843700;REMODELACION [RECONSTRUCCION] (REVISION) DEL MUÑON DE AMPUTACION DE LA PIERNA SOD;1293200
843800;843800;REMODELACION [RECONSTRUCCION] (REVISION) DEL MUÑON DE AMPUTACION DEL PIE O ARTEJOS SOD;660700
843900;843900;REMODELACION [RECONSTRUCCION] (REVISION) DEL MUÑON DE AMPUTACION DE CADERA SOD;1293200
849001;849001;CORRECCION DE MALFORMACION CONGENITA DE PIE CON LIBERACION DE PARTES BLANDAS POSTERIORES;2263300
849002;849002;CORRECCION DE MALFORMACION CONGENITA DE PIE CON LIBERACION DE PARTES BLANDAS POSTERIORES Y MEDIALES;2263300
849003;849003;CORRECCION DE MALFORMACION CONGENITA DE PIE CON LIBERACION DE PARTES BLANDAS Y PARTES OSEAS;2263300
849400;849400;CORRECCION DE SINOSTOSIS RADIOCUBITAL SOD;1970700
850100;850100;DRENAJE EN MAMA DE COLECCION POR MASTOTOMIA O MAMOTOMIA SOD;388400
850201;850201;EXTRACCION DE CUERPO EXTRAÑO DE MAMA POR MASTOTOMIA;522116
851101;851101-1;BIOPSIA POR PUNCION CON AGUJA FINA DE MAMA  - PROCEDIMIENTOS;154665
851101;851101-2;BIOPSIA POR PUNCION CON AGUJA FINA DE MAMA  - PROCEDIMIENTOS;273022
851101;851101-3;BIOPSIA POR PUNCION CON AGUJA FINA DE MAMA  - PROCEDIMIENTOS;153251
851102;851102-1;BIOPSIA DE MAMA CON AGUJA (TRUCUT);522100
851102;851102-2;BIOPSIA DE MAMA CON AGUJA (TRUCUT)  - PROCEDIMIENTOS;154665
851102;851102-3;BIOPSIA DE MAMA CON AGUJA (TRUCUT)  - PROCEDIMIENTOS;273022
851102;851102-4;BIOPSIA DE MAMA CON AGUJA (TRUCUT)  - PROCEDIMIENTOS;153251
852100;852100;RESECCION LOCAL DE LESION DE MAMA SOD;660643
852300;852300;MASTECTOMIA SUBTOTAL SOD;2263300
852401;852401;ESCISION DE PEZON ACCESORIO O SUPERNUMERARIO;660643
854501;854501;ESCISION DE MAMA, MUSCULOS PECTORALES Y GANGLIO LINFATICO REGIONALES;660700
854502;854502;MASTECTOMIA RADICAL MODIFICADA UNILATERAL;2263300
858101;858101;SUTURA DE HERIDA DE MAMA;660643
858401;858401;COLGAJO LOCAL EN LA MAMA;1176600
858701;858701;RECONSTRUCCION DEL COMPLEJO AREOLA PEZON;2263300
860101;860101-1;BIOPSIA DE PIEL CON SACABOCADO Y SUTURA SIMPLE  - PROCEDIMIENTOS;105154
860101;860101-2;BIOPSIA DE PIEL CON SACABOCADO Y SUTURA SIMPLE  - PROCEDIMIENTOS;173684
860101;860101-3;BIOPSIA DE PIEL CON SACABOCADO Y SUTURA SIMPLE  - PROCEDIMIENTOS;81734
860101;860101-4;BIOPSIA DE PIEL CON SACABOCADO Y SUTURA SIMPLE  - PROCEDIMIENTOS;105154
860101;860101-5;BIOPSIA DE PIEL CON SACABOCADO Y SUTURA SIMPLE  - PROCEDIMIENTOS;173684
860101;860101-6;BIOPSIA DE PIEL CON SACABOCADO Y SUTURA SIMPLE  - PROCEDIMIENTOS;81734
860101;860101-7;BIOPSIA DE PIEL CON SACABOCADO Y SUTURA SIMPLE - PROCEDIMIENTOS;105154
860101;860101-8;BIOPSIA DE PIEL CON SACABOCADO Y SUTURA SIMPLE - PROCEDIMIENTOS;173684
860101;860101-9;BIOPSIA DE PIEL CON SACABOCADO Y SUTURA SIMPLE - PROCEDIMIENTOS;81734
860102;860102-1;BIOPSIA INCISIONAL O ESCISIONAL DE PIEL, TEJIDO CELULAR SUBCUTANEO O MUCOSA (CON SUTURA);328600
860102;860102-10;BIOPSIA INCISIONAL O ESCISIONAL DE PIEL, ;81734
860102;860102-2;BIOPSIA INCISIONAL O ESCISIONAL DE PIEL, TEJIDO ;105154
860102;860102-3;BIOPSIA INCISIONAL O ESCISIONAL DE PIEL, TEJIDO;173684
860102;860102-4;BIOPSIA INCISIONAL O ESCISIONAL DE PIEL, TEJIDO;81734
860102;860102-5;BIOPSIA INCISIONAL O ESCISIONAL DE PIEL, TEJIDO CELULAR SUBCUTANEO O MUCOSA (CON SUTURA)  - PROCEDIMIENTOS;105154
860102;860102-6;BIOPSIA INCISIONAL O ESCISIONAL DE PIEL, TEJIDO CELULAR SUBCUTANEO O MUCOSA (CON SUTURA)  - PROCEDIMIENTOS;173684
860102;860102-7;BIOPSIA INCISIONAL O ESCISIONAL DE PIEL, TEJIDO CELULAR SUBCUTANEO O MUCOSA (CON SUTURA)  - PROCEDIMIENTOS;81734
860102;860102-8;BIOPSIA INCISIONAL O ESCISIONAL DE PIEL, TEJIDO CELULAR SUBCUTANEO O MUCOSA (CON SUTURA)  - PROCEDIMIENTOS;105154
860102;860102-9;BIOPSIA INCISIONAL O ESCISIONAL DE PIEL, TEJIDO CELULAR SUBCUTANEO O MUCOSA (CON SUTURA)  - PROCEDIMIENTOS;173684
861101;861101;DRENAJE DE COLECCION SUPERFICIAL DE PIEL O TEJIDO CELULAR SUBCUTANEO POR INCISION O ASPIRACION;522100
861102;861102;DRENAJE DE COLECCION PROFUNDA EN PIEL O TEJIDO CELULAR SUBCUTANEO POR INCISION O ASPIRACION;522100
861103;861103;DRENAJE DE HEMATOMA SUBUNGUEAL POR INCISION O ASPIRACION;522100
861104;861104;DRENAJE DE COLECCIÓN PROFUNDA DE TEJIDOS BLANDOS;522100
861201;861201;EXTRACCION DE CUERPO EXTRAÑO EN PIEL O TEJIDO CELULAR SUBCUTANEO DE AREA GENERAL POR INCISION;388400
861203;861203;RETIRO DE IMPLANTE SUBDERMICO;74200
861401;861401;INFILTRACION INTRALESIONAL CON MEDICAMENTO HASTA DE CINCO LESIONES;17600
861801;861801;INSERCION DE ANTICONCEPTIVOS SUBDERMICOS;281181
861801;8618101;INSERCION DE ANTICONCEPTIVOS SUBDERMICOS;210000
862003;862003;DESBRIDAMIENTO  ESCISIONAL EN ÁREA ESPECIAL EN MUÑECAS O MANOS;1176600
862006;862006;DESBRIDAMIENTO ESCISIONAL MENOR DEL 10% DE SUPERFICIE CORPORAL EN AREA GENERAL;1176600
862101;862101;DRENAJE DE QUISTE PILONIDAL;522100
862102;862102;MARSUPIALIZACION DE QUISTE PILONIDAL;1176600
862103;862103;RESECCION QUISTE PILONIDAL (CIERRE PARCIAL O ESCISION ABIERTA);1176600
862310;862310;ESCISION DE ÚLCERA (SACRA, ISQUIATICA, TROCANTERICA Y OTRAS LOCALIZACIONES), CON CIERRE PRIMARIO;910739
862320;862320;ESCAROTOMIA DESCOMPRESIVA EN MUÑECA O MANOS;660643
862324;862324;ESCARECTOMÍA MENOR DEL 10 % DE SUPERFICIE CORPORAL;1293200
862326;862326;ESCARECTOMIA DEL 10% AL 19% DE SUPERFICIE CORPORAL;1970805
862701;862701;ONICECTOMIA;328600
862801;862801;DESBRIDAMIENTO NO ESCISIONAL DE TEJIDO DESVITALIZADO HASTA DEL 5% DE SUPERFICIE CORPORAL;660700
862802;862802;DESBRIDAMIENTO NO ESCISIONAL DE TEJIDO DESVITALIZADO ENTRE EL 5% AL 10% DE SUPERFICIE CORPORAL;1293200
862803;862803;DESBRIDAMIENTO NO ESCISIONAL DE TEJIDO DESVITALIZADO ENTRE EL 10% AL 20% DE SUPERFICIE CORPORAL;2415700
862900;862900;FISTULECTOMIA DE PIEL Y TEJIDO CELULAR SUBCUTANEO SOD;660700
863101;863101;RESECCION DE LESIONES CUTANEAS POR CAUTERIZACION, FULGURACION O CRIOTERAPIA EN AREA GENERAL, HASTA SEIS LESIONES;660700
863102;863102;RESECCION DE LESIONES CUTANEAS POR CAUTERIZACION, FULGURACION O CRIOTERAPIA EN AREA GENERAL, MAS DE SEIS LESIONES;660700
863103;863103;RESECCION DE LESIONES CUTANEAS POR CAUTERIZACION, FULGURACION O CRIOTERAPIA EN AREA ESPECIAL, HASTA TRES LESIONES;522100
863105;863105;RESECCIÓN DE LESIONES CUTÁNEAS POR CAUTERIZACIÓN, FULGURACIÓN O CRIOTERAPIA EN ÁREA ESPECIAL, MÁS DE DIEZ LESIONES;1293200
864101;864101;RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL O TEJIDO CELULAR SUBCUTANEO AREA GENERAL HASTA TRES CENTIMETROS;660700
864102;864102;RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL O TEJIDO CELULAR SUBCUTANEO AREA GENERAL, ENTRE TRES A CINCO CENTIMETROS;660700
864105;864105;RESECCION DE TUMOR BENIGNO DE PIEL O TEJIDO CELULAR SUBCUTANEO AREA GENERAL, CON REPARACION (COLGAJO O INJERTO);1176600
864106;864106;RESECCION DE TUMOR MALIGNO DE PIEL O TEJIDO CELULAR SUBCUTANEO AREA GENERAL, CON REPARACION (COLGAJO O INJERTO);1293200
864201;864201-1;RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL O TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL, HASTA UN CENTIMETRO;522100
864201;864201-2;RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL O TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL, HASTA UN CENTIMETRO  - PROCEDIMIENTOS;105154
864201;864201-3;RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL O TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL, HASTA UN CENTIMETRO  - PROCEDIMIENTOS;173684
864201;864201-4;RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL O TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL, HASTA UN CENTIMETRO  - PROCEDIMIENTOS;81734
864202;864202;RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL O TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL, ENTRE UNO A DOS CENTIMETROS;522100
864203;864203-1;RESECCIÓN DE TUMOR BENIGNO O MALIGNO DE PIEL Y/O TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL, ENTRE DOS A TRES CENTIMETROS +;522100
864203;864203-2;RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL O TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL, ENTRE DOS A TRES CENTIMETROS  - PROCEDIMIENTOS;105154
864203;864203-3;RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL O TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL, ENTRE DOS A TRES CENTIMETROS  - PROCEDIMIENTOS;173684
864203;864203-4;RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL O TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL, ENTRE DOS A TRES CENTIMETROS  - PROCEDIMIENTOS;81734
864205;864205;RESECCION DE TUMOR BENIGNO O MALIGNO DE PIEL O TEJIDO CELULAR SUBCUTANEO DE AREA ESPECIAL, DE MAS DE CINCO CENTIMETROS;522100
865101;865101;SUTURA DE HERIDA UNICA, EN AREA GENERAL;660700
865102;865102;SUTURA DE HERIDA MULTIPLE, EN AREA GENERAL;1293200
865203;865203;SUTURA DE HERIDA UNICA DE PLIEGUES DE FLEXION, GENITALES, MANOS Y PIES;522116
865204;865204;SUTURA DE HERIDA MULTIPLE DE CARA;1293200
865207;865207;SUTURA DE HERIDA PARCIAL DE CUERO CABELLUDO (ESCALPE);1970700
865208;865208;SUTURA DE AVULSION EN PABELLON AURICULAR, NARIZ, LABIOS, PARPADOS O GENITALES;2263300
865210;865210;SUTURA DE MATRIZ UNGUEAL;522116
866102;866102;INJERTO DE PIEL PARCIAL EN AREA GENERAL DEL DIEZ 10% AL 19% DE SUPERFICIE CORPORAL TOTAL;1970805
866201;866201;INJERTO DE PIEL TOTAL EN AREA GENERAL MENOR DEL DIEZ 10% DE SUPERFICIE CORPORAL TOTAL;1293200
866203;866203;INJERTO DE PIEL TOTAL EN AREA GENERAL DEL 20% AL 29% DE SUPERFICIE CORPORAL TOTAL;2415700
866300;866300;INJERTO CONDROCUTANEO SOD;1176600
866401;866401;INJERTO DE CUERO CABELLUDO (ALOPECIA SECUELA POST-TRAUMA);1176600
866701;866701;INJERTO GRASO;910739
867001;867001;COLGAJO LOCAL SIMPLE DE PIEL HASTA DE DOS CENTIMETROS CUADRADOS;1176600
867002;867002;COLGAJO LOCAL SIMPLE DE PIEL ENTRE DOS A CINCO CENTÍMETROS CUADRADOS;1176600
867003;867003;COLGAJO LOCAL SIMPLE DE PIEL DE MÁS DE CINCO CENTIMETROS CUADRADOS +;1176600
867101;867101;COLGAJO UNICO DE CUERO CABELLUDO;1970700
867103;867103;COLGAJO CUTANEO A DISTANCIA, EN VARIOS TIEMPOS;2415700
867104;867104;COLGAJO COMPUESTO A DISTANCIA, EN VARIOS TIEMPOS;2415700
867201;867201;COLGAJO LOCAL DE PIEL COMPUESTO DE VECINDAD HASTA DE DOS CENTIMETROS CUADRADOS;1176600
868101;868101;RESECCION SIMPLE DE CICATRIZ EN AREA GENERAL;660700
868102;868102;RESECCION SIMPLE DE CICATRIZ EN AREA ESPECIAL;660700
868401;868401;PLASTIA EN Z O W EN AREA GENERAL, ENTRE UNA A DOS;522100
868402;868402;PLASTIA EN Z O W EN AREA GENERAL, ENTRE TRES A CINCO;660700
868501;868501;PLASTIA EN Z O W EN AREA ESPECIAL (CARA, CUELLO, MANOS, PIES, PLIEGUES DE FLEXION, GENITALES), ENTRE UNO A DOS;660700
868502;868502;PLASTIA EN Z O W EN AREA ESPECIAL (CARA, CUELLO, MANOS, PIES, PLIEGUES DE FLEXION, GENITALES), ENTRE TRES A CINCO;1477000
868507;868507;PLASTIA EN Z, EN CADA DEDO DE LA MANO O DEL PIE;1176600
868510;868510;PLASTIA EN Z O W, EN ZONAS DE FLEXION;1293200
868603;868603;RECONSTRUCCION DEL LECHO UNGUEAL CON INJERTO DE MATRIZ UNGUEAL;522116
868604;868604;RECONSTRUCCION DE MATRIZ UNGUEAL CON INJERTO COMPUESTO;660643
869101;869101;RESECCION DE GLANDULAS SUDORIPARAS AXILARES SIMPLE CON RESECCION GANGLIONAR;1293272
869104;869104;RESECCION TOTAL DE GLANDULAS SUDORIPARAS;2263288
869201;869201;DERIVACION LINFATICA (MANEJO DE LINFEDEMA);2415700
869500;869500;CURACION DE LESION EN PIEL O TEJIDO CELULAR SUBCUTANEO SOD;47600
869601;869601;INSERCION (SUBCUTANEA) (TEJIDO BLANDO) DE EXPANSOR DE TEJIDOS (UNICO O MULTIPLE);2263288
870001;870001;RADIOGRAFIA DE CRANEO SIMPLE;66900
870003;870003;RADIOGRAFIA DE BASE DE CRANEO;59300
870004;870004;RADIOGRAFIA DE SILLA TURCA;59300
870005;870005;RADIOGRAFIA DE MASTOIDES COMPARATIVAS;76600
870101;870101;RADIOGRAFIA DE CARA (PERFILOGRAMA);59300
870105;870105;RADIOGRAFIA DE ARCO CIGOMATICO;59300
870108;870108;RADIOGRAFIA DE SENOS PARANASALES;59300
870440;870440;RADIOGRAFIAS INTRAORALES OCLUSALES;18400
870456;870456;RADIOGRAFIAS INTRAORALES PERIAPICALES JUEGO COMPLETO;10000
871010;871010;RADIOGRAFIA DE COLUMNA CERVICAL;75000
871019;871019;RADIOGRAFIA DE COLUMNA UNION CERVICO DORSAL;75024
871020;871020;RADIOGRAFIA DE COLUMNA TORACICA;73400
871030;871030;RADIOGRAFIA DE COLUMNA DORSOLUMBAR;73363
871040;871040;RADIOGRAFIA DE COLUMNA LUMBOSACRA;91500
871050;871050;RADIOGRAFIA DE SACRO COCCIX;71200
871060;871060;RADIOGRAFIA DE COLUMNA VERTEBRAL TOTAL;123400
871061;871061;RADIOGRAFIA PANORAMICA DE COLUMNA (GONIOMETRIA U ORTOGRAMA) FORMATO 14" X 36" (ADULTOS);95800
871070;871070;RADIOGRAFIA DINAMICA DE COLUMNA VERTEBRAL;33600
871112;871112;RADIOGRAFIA DE ESTERNON;58700
871121;871121;RADIOGRAFIA DE TORAX (P.A. O A.P. Y LATERAL, DECUBITO LATERAL, OBLICUAS O LATERAL CON BARIO);65000
871181;871181;MOVILIDAD DIAFRAGMATICA POR FLUOROSCOPIA PULMONAR;43300
871202;871202;APICOGRAMA;68500
871208;871208;RADIOGRAFIA PARA SERIE CARDIOVASCULAR (CORAZON Y GRANDES VASOS, SILUETA CARDIACA) CON BARIO EN ESOFAGO;93100
871320;871320;RADIOGRAFIA DE ESOFAGO;83900
872002;872002;RADIOGRAFIA DE ABDOMEN SIMPLE;75800
872011;872011;RADIOGRAFIA DE ABDOMEN SIMPLE CON PROYECCIONES ADICIONALES (SERIE DE ABDOMEN AGUDO);100700
872101;872101;RADIOGRAFIA DE TRANSITO INTESTINAL CONVENCIONAL;137800
872102;872102;RADIOGRAFIA DE TRANSITO INTESTINAL DOBLE CONTRASTE;169200
872104;872104;RADIOGRAFIA DE COLON POR ENEMA O COLON POR INGESTA;151800
872105;872105;RADIOGRAFIA DE COLON POR ENEMA CON DOBLE CONTRASTE;171100
872121;872121;RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO);177600
872122;872122;RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO) CON DOBLE CONTRASTE;171100
872123;872123;RADIOGRAFIA DE VIAS DIGESTIVAS ALTAS (ESOFAGO, ESTOMAGO Y DUODENO) Y TRANSITO INTESTINAL;285600
872202;872202;AORTOGRAMA ABDOMINAL Y ESTUDIO DE MIEMBROS INFERIORES;594700
872510;872510;COLECISTOGRAFIA ORAL;114200
872520;872520;COLANGIOGRAFIA-TOMOGRAFIA;1477000
873002;873002;RADIOGRAFIA DE HUESOS LARGOS SERIE COMPLETA (ESQUELETO AXIAL Y APENDICULAR);206200
873111;873111;RADIOGRAFIA DE OMOPLATO;59300
873112;873112;RADIOGRAFIA DE CLAVICULA;45700
873121;873121;RADIOGRAFIA DE HUMERO;59300
873122;873122;RADIOGRAFIA DE ANTEBRAZO;45700
873204;873204;RADIOGRAFIA DE HOMBRO;59300
873205;873205;RADIOGRAFIA DE CODO;45700
873206;873206;RADIOGRAFIA DE MUÑECA;45700
873210;873210;RADIOGRAFIA DE DEDOS EN MANO;45700
873302;873302;RADIOGRAFIA PARA MEDICION DE MIEMBROS INFERIORES [ESTUDIO DE FARILL U OSTEOMETRIA];59049
873305;873305;RADIOGRAFIA PANORAMICA DE MIEMBROS INFERIORES (GONIOMETRIA U ORTOGRAMA), EN FORMATO 14" X 36" (ADULTOS);95800
873311;873311;RADIOGRAFIA DE ANTEVERSION FEMORAL;72500
873312;873312;RADIOGRAFIA DE FEMUR (AP, LATERAL);59300
873313;873313;RADIOGRAFIA DE PIERNA (AP, LATERAL);59300
873333;873333;RADIOGRAFIA DE PIE (AP, LATERAL Y OBLICUA);45700
873340;873340;RADIOGRAFIA DE MIEMBRO INFERIOR (AP, LATERAL);59300
873411;873411;RADIOGRAFIA DE CADERA O ARTICULACION COXO-FEMORAL (AP, LATERAL);50300
873420;873420;RADIOGRAFIA DE RODILLA (AP, LATERAL);59300
873431;873431;RADIOGRAFIA DE TOBILLO (AP, LATERAL Y ROTACION INTERNA);45700
873443;873443;RADIOGRAFIAS COMPARATIVAS DE EXTREMIDADES INFERIORES;26800
873444;873444;RADIOGRAFIAS EN EXTREMIDADES PROYECCIONES ADICIONALES (STRESS, TUNEL, OBLICUAS);24100
873501;873501;FLUOROSCOPIA COMO GUIA PARA PROCEDIMIENTOS;206200
874111;874111;ARTERIOGRAFIA DE CAROTIDA EXTERNA BILATERAL SELECTIVA EXTRACRANENANA;446100
874112;874112;ARTERIOGRAFIA DE CAROTIDA EXTERNA BILATERAL SELECTIVA INTRACRANEANA;446100
874122;874122;ARTERIOGRAFIA DE CAROTIDA INTERNA BILATERAL SELECTIVA INTRACRANENANA;446100
874130;874130;ARTERIOGRAFIA VERTEBRAL;446100
874133;874133;ARTERIOGRAFIA VERTEBRAL BILATERAL SELECTIVA CON CAROTIDAS (PANANGIOGRAFIA);892400
874200;874200;CISTERNOGRAFIA SOD;569200
874601;874601;DACRIOCISTOGRAFIA UNILATERAL;100700
874700;874700;SIALOGRAFIA (CUALQUIER GLANDULA) SOD;96100
875501;875501;MIELOGRAFIA TOTAL DE COLUMNA;141800
875601;875601;ARTROGRAFIA CERVICAL;129600
875603;875603;ARTROGRAFIA LUMBAR;129600
876190;876190;ARTERIOGRAFIA SELECTIVA TORACICA DE OTROS VASOS;540500
876241;876241;ANGIOGRAFIA DE VENAS CAVAS O CAVOGRAFIA;157000
876611;876611;BRONCOGRAFIA UNILATERAL;106900
876801;876801;MAMOGRAFIA UNILATERAL O DE PIEZA QUIRURGICA;156200
876802;876802;MAMOGRAFIA BILATERAL;190300
876901;876901;GALACTOGRAFIA DE UN CONDUCTO;225700
877110;877110;AORTOGRAMA ABDOMINAL;348100
877161;877161;ESPLENOPORTOGRAFIA ARTERIAL;365900
877214;877214;PORTOGRAFIA TRANSHEPATICA;419000
877802;877802;UROGRAFIA INTRAVENOSA;163200
877815;877815;PIELOGRAFIA RETROGRADA O ANTEROGRADA;1477000
877851;877851;CISTOGRAFIA CON PROYECCIONES OBLICUAS;230100
877861;877861;URETROCISTOGRAFIA;114200
877871;877871;URETROGRAFIA RETROGRADA;114200
877901;877901;HISTEROSALPINGOGRAFIA;114200
879111;879111;TOMOGRAFIA COMPUTADA DE CRANEO SIMPLE;453100
879112;879112;TOMOGRAFIA COMPUTADA DE CRANEO CON CONTRASTE;497200
879116;879116;TOMOGRAFIA COMPUTADA DE SILLA TURCA (HIPOFISIS);265300
879121;879121;TOMOGRAFIA COMPUTADA DE ORBITAS;386500
879122;879122;TOMOGRAFIA COMPUTADA DE OIDO, PEÑASCO Y CONDUCTO AUDITIVO INTERNO;497200
879131;879131;TOMOGRAFIA COMPUTADA DE SENOS PARANASALES O CARA;497200
879150;879150;TOMOGRAFIA COMPUTADA DE ARTICULACION TEMPORO MANDIBULAR (BILATERAL);497200
879161;879161;TOMOGRAFIA COMPUTADA DE CUELLO;422154
879162;879162;TOMOGRAFIA COMPUTADA DE LARINGE;497200
879201;879201;TOMOGRAFIA COMPUTADA DE COLUMNA SEGMENTOS CERVICAL, TORACICO, LUMBAR O SACRO, POR CADA NIVEL (TRES ESPACIOS);421700
879205;879205;TOMOGRAFIA COMPUTADA DE COLUMNA SEGMENTOS CERVICAL, TORACICO, LUMBAR O SACRO, COMPLEMENTO A MIELOGRAFIA (CADA SEGMENTO);101000
879301;879301;TOMOGRAFIA COMPUTADA DE TORAX;471500
879410;879410;TOMOGRAFIA COMPUTADA DE ABDOMEN SUPERIOR;534000
879420;879420;TOMOGRAFIA COMPUTADA DE ABDOMEN Y PELVIS (ABDOMEN TOTAL);620600
879421;879421;TOMOGRAFIA COMPUTADA DE CADERA;386879
879430;879430;TOMOGRAFIA COMPUTADA DE VIAS URINARIAS [UROTC];621279
879431;879431;UROGRAFIA CON TOMOGRAFIA COMPUTADA;190300
879460;879460;TOMOGRAFIA COMPUTADA DE PELVIS;421700
879510;879510;TOMOGRAFIA COMPUTADA DE MIEMBROS SUPERIORES Y ARTICULACIONES;386500
879522;879522;TOMOGRAFIA COMPUTADA DE MIEMBROS INFERIORES (ANTEVERSION FEMORAL O TORSION TIBIAL);149100
879910;879910;TOMOGRAFIA COMPUTADA EN RECONSTRUCCION TRIDIMENSIONAL;657400
879990;879990;TOMOGRAFIA COMPUTADA COMO GUIA PARA PROCEDIMIENTOS;409500
881118;881118;ECOGRAFIA CEREBRAL TRANSFONTANELAR CON ANALISIS DOPPLER;109900
881141;881141;ECOGRAFIA DE TIROIDES CON TRANSDUCTOR DE 7 MHZ O MAS;108300
881201;881201;ECOGRAFIA DE MAMA, CON TRANSDUCTOR DE 7 MHZ O MAS;114200
881302;881302;ECOGRAFIA DE ABDOMEN TOTAL (HIGADO, PANCREAS, VESICULA, VIAS BILIARES, RIÑONES, BAZO, GRANDES VASOS, PELVIS Y FLANCOS);210300
881305;881305;ECOGRAFIA DE ABDOMEN SUPERIOR (HIGADO, PANCREAS, VIAS BILIARES, RIÑONES, BAZO Y GRANDES VASOS);167000
881306;881306;ECOGRAFIA DE HIGADO, PANCREAS, VIA BILIAR Y VESICULA;105300
881313;881313;ECOGRAFIA DE ABDOMEN (PILORO);167175
881332;881332;ECOGRAFIA DE VIAS URINARIAS (RIÑONES, VEJIGA Y PROSTATA TRANSABDOMINAL);127500
881360;881360;ECOGRAFIA PELVICA CON ANALISIS DOPPLER;111200
881401;881401;ECOGRAFIA PELVICA GINECOLOGICA TRANSVAGINAL;86900
881402;881402;ECOGRAFIA PELVICA GINECOLOGICA TRANSABDOMINAL;86900
881403;881403;ECOGRAFIA PELVICA GINECOLOGICA (ESTUDIO INTEGRAL FOLICULAR CON ECO VAGINAL);74200
881431;881431;ECOGRAFIA OBSTETRICA TRANSABDOMINAL;71200
881432;881432;ECOGRAFIA OBSTETRICA TRANSVAGINAL;71200
881434;881434;PERFIL BIOFISICO;109100
881435;881435;ECOGRAFIA OBSTETRICA CON EVALUACION DE CIRCULACION PLACENTARIA Y FETAL;145600
881502;881502;ECOGRAFIA DE PROSTATA TRANSRECTAL;91800
881511;881511;ECOGRAFIA TESTICULAR CON ANALISIS DOPPLER;146400
881521;881521;ECOGRAFIA DE PENE CON TRANSDUCTOR DE 7 MHZ O MAS;108300
881601;881601;ECOGRAFIA DE TEJIDOS BLANDOS EN LAS EXTREMIDADES SUPERIORES CON TRANSDUCTOR DE 7 MHZ O MAS;113700
881602;881602;ECOGRAFIA DE TEJIDOS BLANDOS EN LAS EXTREMIDADES INFERIORES CON TRANSDUCTOR DE 7 MHZ O MAS;113700
881610;881610;ECOGRAFIA ARTICULAR DE HOMBRO;113700
881611;881611;ECOGRAFIA ARTICULAR DE CODO;113700
881612;881612;ECOGRAFIA ARTICULAR DE PUÑO (MUÑECA);113700
881613;881613;ECOGRAFIA ARTICULAR DE MANO;113700
881620;881620;ECOGRAFIA ARTICULAR DE RODILLA;113700
881621;881621;ECOGRAFIA ARTICULAR DE TOBILLO;113700
881622;881622;ECOGRAFIA ARTICULAR DE PIE;113700
881630;881630;ECOGRAFIA ARTICULAR DE CADERA;113700
881640;881640;ECOGRAFIA DE CALCANEO;113751
882270;882270;PLETISMOGRAFIA ARTERIAL PENEANA;154000
